,id,t1_score,t2_score,season,city,date,team1,team2,toss_winner,toss_decision,result,dl_applied,winner,win_by_runs,win_by_wickets,player_of_match,venue,umpire1,umpire2,umpire3
556,557,0.995,1.092,2015,5,5/6/2015,5,8,8,1,normal,0,5,138,0,CH Gayle,M Chinnaswamy Stadium,RK Illingworth,VA Kulkarni,
557,558,0.33,1.56,2015,6,5/7/2015,1,10,10,1,normal,0,1,7,0,EJG Morgan,Brabourne Stadium,JD Cloete,C Shamshuddin,
558,559,1.407,1.303,2015,12,5/8/2015,9,2,9,2,normal,0,2,0,6,HH Pandya,"MA Chidambaram Stadium, Chepauk",CB Gaffaney,CK Nandan,
559,560,1.092,1.011,2015,7,5/9/2015,8,6,8,2,normal,0,6,0,1,AD Russell,Eden Gardens,AK Chaudhary,HDPK Dharmasena,
560,561,0.33,1.226,2015,27,5/9/2015,1,7,1,2,normal,0,1,6,0,MC Henriques,Shaheed Veer Narayan Singh International Stadium,VA Kulkarni,S Ravi,
561,562,0.995,1.303,2015,6,5/10/2015,5,2,5,2,normal,0,5,39,0,AB de Villiers,Wankhede Stadium,JD Cloete,C Shamshuddin,
562,563,1.407,1.56,2015,12,5/10/2015,9,10,9,2,normal,0,9,12,0,RA Jadeja,"MA Chidambaram Stadium, Chepauk",M Erasmus,CK Nandan,
563,564,0.33,1.092,2015,1,5/11/2015,1,8,1,2,normal,0,1,5,0,DA Warner,"Rajiv Gandhi International Stadium, Uppal",AK Chaudhary,HDPK Dharmasena,
564,565,1.407,1.226,2015,27,5/12/2015,9,7,9,2,normal,0,7,0,6,Z Khan,Shaheed Veer Narayan Singh International Stadium,RK Illingworth,VA Kulkarni,
565,566,1.092,0.995,2015,9,5/13/2015,8,5,5,1,normal,0,8,22,0,AR Patel,"Punjab Cricket Association Stadium, Mohali",JD Cloete,C Shamshuddin,
566,567,1.303,1.011,2015,6,5/14/2015,2,6,6,1,normal,0,2,5,0,HH Pandya,Wankhede Stadium,RK Illingworth,VA Kulkarni,
567,568,0.33,0.995,2015,1,5/15/2015,1,5,1,2,normal,1,5,0,6,V Kohli,"Rajiv Gandhi International Stadium, Uppal",AK Chaudhary,HDPK Dharmasena,
568,569,1.092,1.407,2015,9,5/16/2015,8,9,8,2,normal,0,9,0,7,P Negi,"Punjab Cricket Association Stadium, Mohali",CK Nandan,C Shamshuddin,
569,570,1.56,1.011,2015,6,5/16/2015,10,6,10,2,normal,0,10,9,0,SR Watson,Brabourne Stadium,RM Deshpande,RK Illingworth,
570,571,1.226,0.995,2015,5,5/17/2015,7,5,5,1,no result,0,no result,0,0,,M Chinnaswamy Stadium,HDPK Dharmasena,K Srinivasan,
571,572,0.33,1.303,2015,1,5/17/2015,1,2,1,2,normal,0,2,0,9,MJ McClenaghan,"Rajiv Gandhi International Stadium, Uppal",CB Gaffaney,K Srinath,
572,573,1.303,1.407,2015,6,5/19/2015,2,9,2,2,normal,0,2,25,0,KA Pollard,Wankhede Stadium,HDPK Dharmasena,RK Illingworth,
573,574,0.995,1.56,2015,2,5/20/2015,5,10,5,2,normal,0,5,71,0,AB de Villiers,Maharashtra Cricket Association Stadium,AK Chaudhary,C Shamshuddin,
574,575,0.995,1.407,2015,28,5/22/2015,5,9,9,1,normal,0,9,0,3,A Nehra,JSCA International Stadium Complex,AK Chaudhary,CB Gaffaney,
575,576,1.303,1.407,2015,7,5/24/2015,2,9,9,1,normal,0,2,41,0,RG Sharma,Eden Gardens,HDPK Dharmasena,RK Illingworth,
576,577,1.303,0,2016,6,4/9/2016,2,14,2,2,normal,0,14,0,9,AM Rahane,Wankhede Stadium,HDPK Dharmasena,CK Nandan,
577,578,1.226,1.011,2016,7,4/10/2016,7,6,6,1,normal,0,6,0,9,AD Russell,Eden Gardens,S Ravi,C Shamshuddin,
578,579,1.092,0,2016,9,4/11/2016,8,3,3,1,normal,0,3,0,5,AJ Finch,"Punjab Cricket Association IS Bindra Stadium, Mohali",AK Chaudhary,VA Kulkarni,
579,580,0.995,0.33,2016,5,4/12/2016,5,1,1,1,normal,0,5,45,0,AB de Villiers,M Chinnaswamy Stadium,HDPK Dharmasena,VK Sharma,
580,581,1.011,1.303,2016,7,4/13/2016,6,2,2,1,normal,0,2,0,6,RG Sharma,Eden Gardens,Nitin Menon,S Ravi,
581,582,0,0,2016,3,4/14/2016,14,3,14,2,normal,0,3,0,7,AJ Finch,Saurashtra Cricket Association Stadium,VA Kulkarni,CK Nandan,
582,583,1.092,1.226,2016,8,4/15/2016,8,7,7,1,normal,0,7,0,8,A Mishra,Feroz Shah Kotla,S Ravi,C Shamshuddin,
583,584,0.33,1.011,2016,1,4/16/2016,1,6,1,2,normal,0,6,0,8,G Gambhir,"Rajiv Gandhi International Stadium, Uppal",AK Chaudhary,CK Nandan,
584,585,1.303,0,2016,6,4/16/2016,2,3,3,1,normal,0,3,0,3,AJ Finch,Wankhede Stadium,HDPK Dharmasena,VK Sharma,
585,586,0,1.092,2016,9,4/17/2016,14,8,14,2,normal,0,8,0,6,M Vohra,"Punjab Cricket Association IS Bindra Stadium, Mohali",S Ravi,C Shamshuddin,
586,587,0.995,1.226,2016,5,4/17/2016,5,7,7,1,normal,0,7,0,7,Q de Kock,M Chinnaswamy Stadium,VA Kulkarni,A Nand Kishore,
587,588,1.303,0.33,2016,1,4/18/2016,2,1,1,1,normal,0,1,0,7,DA Warner,"Rajiv Gandhi International Stadium, Uppal",HDPK Dharmasena,VK Sharma,
588,589,1.092,1.011,2016,9,4/19/2016,8,6,6,1,normal,0,6,0,6,RV Uthappa,"Punjab Cricket Association IS Bindra Stadium, Mohali",S Ravi,C Shamshuddin,
589,590,0.995,1.303,2016,6,4/20/2016,5,2,2,1,normal,0,2,0,6,RG Sharma,Wankhede Stadium,AK Chaudhary,CK Nandan,
590,591,0,0.33,2016,3,4/21/2016,3,1,1,1,normal,0,1,0,10,B Kumar,Saurashtra Cricket Association Stadium,K Bharatan,HDPK Dharmasena,
591,592,0.995,0,2016,2,4/22/2016,5,14,14,1,normal,0,5,13,0,AB de Villiers,Maharashtra Cricket Association Stadium,CB Gaffaney,VK Sharma,
592,593,1.226,1.303,2016,8,4/23/2016,7,2,2,1,normal,0,7,10,0,SV Samson,Feroz Shah Kotla,S Ravi,C Shamshuddin,
593,594,1.092,0.33,2016,1,4/23/2016,8,1,1,1,normal,0,1,0,5,Mustafizur Rahman,"Rajiv Gandhi International Stadium, Uppal",AK Chaudhary,CK Nandan,
594,595,0.995,0,2016,3,4/24/2016,5,3,5,2,normal,0,3,0,6,V Kohli,Saurashtra Cricket Association Stadium,K Bharatan,BNJ Oxenford,
595,596,0,1.011,2016,2,4/24/2016,14,6,6,1,normal,0,6,0,2,SA Yadav,Maharashtra Cricket Association Stadium,CB Gaffaney,A Nand Kishore,
596,597,1.303,1.092,2016,9,4/25/2016,2,8,8,1,normal,0,2,25,0,PA Patel,"Punjab Cricket Association IS Bindra Stadium, Mohali",Nitin Menon,RJ Tucker,
597,598,0.33,0,2016,1,4/26/2016,1,14,14,1,normal,1,14,34,0,AB Dinda,"Rajiv Gandhi International Stadium, Uppal",AY Dandekar,CK Nandan,
598,599,0,1.226,2016,8,4/27/2016,3,7,7,1,normal,0,3,1,0,CH Morris,Feroz Shah Kotla,M Erasmus,S Ravi,
599,600,1.011,1.303,2016,6,4/28/2016,6,2,2,1,normal,0,2,0,6,RG Sharma,Wankhede Stadium,Nitin Menon,RJ Tucker,
600,601,0,0,2016,2,4/29/2016,14,3,3,1,normal,0,3,0,3,DR Smith,Maharashtra Cricket Association Stadium,CB Gaffaney,BNJ Oxenford,
601,602,1.226,1.011,2016,8,4/30/2016,7,6,6,1,normal,0,7,27,0,CR Brathwaite,Feroz Shah Kotla,KN Ananthapadmanabhan,M Erasmus,
602,603,0.33,0.995,2016,1,4/30/2016,1,5,5,1,normal,0,1,15,0,DA Warner,"Rajiv Gandhi International Stadium, Uppal",AK Chaudhary,HDPK Dharmasena,
603,604,1.092,0,2016,3,5/1/2016,8,3,3,1,normal,0,8,23,0,AR Patel,Saurashtra Cricket Association Stadium,BNJ Oxenford,VK Sharma,
604,605,0,1.303,2016,2,5/1/2016,14,2,2,1,normal,0,2,0,8,RG Sharma,Maharashtra Cricket Association Stadium,AY Dandekar,RJ Tucker,
605,606,0.995,1.011,2016,5,5/2/2016,5,6,6,1,normal,0,6,0,5,AD Russell,M Chinnaswamy Stadium,M Erasmus,S Ravi,
606,607,0,1.226,2016,3,5/3/2016,3,7,7,1,normal,0,7,0,8,RR Pant,Saurashtra Cricket Association Stadium,CB Gaffaney,BNJ Oxenford,
607,608,1.011,1.092,2016,7,5/4/2016,6,8,8,1,normal,0,6,7,0,AD Russell,Eden Gardens,AK Chaudhary,HDPK Dharmasena,
608,609,1.226,0,2016,8,5/5/2016,7,14,14,1,normal,0,14,0,7,AM Rahane,Feroz Shah Kotla,C Shamshuddin,RJ Tucker,
609,610,0,0.33,2016,1,5/6/2016,3,1,1,1,normal,0,1,0,5,B Kumar,"Rajiv Gandhi International Stadium, Uppal",M Erasmus,S Ravi,
610,611,0,0.995,2016,5,5/7/2016,14,5,5,1,normal,0,5,0,7,V Kohli,M Chinnaswamy Stadium,CB Gaffaney,BNJ Oxenford,
611,612,1.092,1.226,2016,9,5/7/2016,8,7,7,1,normal,0,8,9,0,MP Stoinis,"Punjab Cricket Association IS Bindra Stadium, Mohali",HDPK Dharmasena,CK Nandan,
612,613,0.33,1.303,2016,26,5/8/2016,1,2,2,1,normal,0,1,85,0,A Nehra,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,S Ravi,C Shamshuddin,
613,614,1.011,0,2016,7,5/8/2016,6,3,3,1,normal,0,3,0,5,P Kumar,Eden Gardens,M Erasmus,RJ Tucker,
614,615,0.995,1.092,2016,9,5/9/2016,5,8,8,1,normal,0,5,1,0,SR Watson,"Punjab Cricket Association IS Bindra Stadium, Mohali",AK Chaudhary,HDPK Dharmasena,
615,616,0.33,0,2016,26,5/10/2016,1,14,1,2,normal,0,1,4,0,A Zampa,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,CB Gaffaney,VK Sharma,
616,617,0.995,1.303,2016,5,5/11/2016,5,2,2,1,normal,0,2,0,6,KH Pandya,M Chinnaswamy Stadium,AY Dandekar,C Shamshuddin,
617,618,0.33,1.226,2016,1,5/12/2016,1,7,7,1,normal,0,7,0,7,CH Morris,"Rajiv Gandhi International Stadium, Uppal",K Bharatan,M Erasmus,
618,619,1.303,1.092,2016,26,5/13/2016,2,8,2,2,normal,0,8,0,7,MP Stoinis,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,HDPK Dharmasena,CK Nandan,
619,620,0.995,0,2016,5,5/14/2016,5,3,3,1,normal,0,5,144,0,AB de Villiers,M Chinnaswamy Stadium,AY Dandekar,VK Sharma,
620,621,0,1.011,2016,7,5/14/2016,14,6,14,2,normal,1,6,0,8,YK Pathan,Eden Gardens,A Nand Kishore,BNJ Oxenford,
621,622,1.092,0.33,2016,9,5/15/2016,8,1,8,2,normal,0,1,0,7,HM Amla,"Punjab Cricket Association IS Bindra Stadium, Mohali",KN Ananthapadmanabhan,M Erasmus,
622,623,1.303,1.226,2016,26,5/15/2016,2,7,7,1,normal,0,2,80,0,KH Pandya,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Nitin Menon,CK Nandan,
623,624,1.011,0.995,2016,7,5/16/2016,6,5,5,1,normal,0,5,0,9,V Kohli,Eden Gardens,CB Gaffaney,A Nand Kishore,
624,625,1.226,0,2016,26,5/17/2016,7,14,14,1,normal,1,14,19,0,AB Dinda,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Nitin Menon,C Shamshuddin,
625,626,0.995,1.092,2016,5,5/18/2016,5,8,8,1,normal,1,5,82,0,V Kohli,M Chinnaswamy Stadium,KN Ananthapadmanabhan,M Erasmus,
626,627,1.011,0,2016,10,5/19/2016,6,3,3,1,normal,0,3,0,6,DR Smith,Green Park,AK Chaudhary,CK Nandan,
627,628,0.33,1.226,2016,27,5/20/2016,1,7,7,1,normal,0,7,0,6,KK Nair,Shaheed Veer Narayan Singh International Stadium,A Nand Kishore,BNJ Oxenford,
628,629,1.092,0,2016,26,5/21/2016,8,14,8,2,normal,0,14,0,4,MS Dhoni,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,HDPK Dharmasena,Nitin Menon,
629,630,1.303,0,2016,10,5/21/2016,2,3,3,1,normal,0,3,0,6,SK Raina,Green Park,AK Chaudhary,CK Nandan,
630,631,1.011,0.33,2016,7,5/22/2016,6,1,1,1,normal,0,6,22,0,YK Pathan,Eden Gardens,KN Ananthapadmanabhan,M Erasmus,
631,632,1.226,0.995,2016,27,5/22/2016,7,5,5,1,normal,0,5,0,6,V Kohli,Shaheed Veer Narayan Singh International Stadium,A Nand Kishore,BNJ Oxenford,
632,633,0,0.995,2016,5,5/24/2016,3,5,5,1,normal,0,5,0,4,AB de Villiers,M Chinnaswamy Stadium,AK Chaudhary,HDPK Dharmasena,
633,634,0.33,1.011,2016,8,5/25/2016,1,6,6,1,normal,0,1,22,0,MC Henriques,Feroz Shah Kotla,M Erasmus,C Shamshuddin,
634,635,0,0.33,2016,8,5/27/2016,3,1,1,1,normal,0,1,0,4,DA Warner,Feroz Shah Kotla,M Erasmus,CK Nandan,
635,636,0.33,0.995,2016,5,5/29/2016,1,5,1,2,normal,0,1,8,0,BCJ Cutting,M Chinnaswamy Stadium,HDPK Dharmasena,BNJ Oxenford,
636,637,1.303,1.407,2018,6,7-Apr,2,9,9,1,,,9,,,,,,,
637,638,1.226,1.092,2018,32,8-Apr,7,8,8,1,,,8,,,,,,,
638,639,0.995,1.011,2018,7,4/8/2018,5,6,6,1,,,6,,,,,,,
639,640,1.56,0.33,2018,1,9-Apr,10,1,1,1,,,10,,,,,,,
640,641,1.011,1.407,2018,12,4/10/2018,6,9,9,1,,,9,,,,,,,
641,642,1.56,1.226,2018,11,11-Apr,10,7,7,1,,,10,,,,,,,
642,643,1.303,0.33,2018,1,4/12/2018,2,1,1,1,,,1,,,,,,,
643,644,1.092,0.995,2018,5,13-Apr,8,5,5,1,,,5,,,,,,,
644,645,1.303,1.226,2018,6,14-Apr,2,7,7,1,,,7,,,,,,,
645,646,1.011,0.33,2018,7,14-Apr,6,1,1,1,,,1,,,,,,,
646,647,1.56,0.995,2018,5,15-Apr,10,5,5,1,,,10,,,,,,,
647,648,1.092,1.407,2018,32,15-Apr,8,9,9,1,,,8,,,,,,,
648,649,1.011,1.226,2018,7,16-Apr,6,7,7,1,,,6,,,,,,,
649,650,1.303,0.995,2018,6,17-Apr,2,5,5,1,,,2,,,,,,,
650,651,1.56,1.011,2018,11,18-Apr,10,6,6,1,,,6,,,,,,,
651,652,1.092,0.33,2018,32,19-Apr,8,1,8,2,,,8,,,,,,,
652,653,1.407,1.56,2018,2,20-Apr,9,10,10,1,,,9,,,,,,,
653,654,1.011,1.092,2018,7,21-Apr,6,8,8,1,,,8,,,,,,,
654,655,1.226,0.995,2018,5,21-Apr,7,5,5,1,,,5,,,,,,,
655,656,1.407,0.33,2018,1,22-Apr,9,1,1,1,,,9,,,,,,,
656,657,1.303,1.56,2018,11,22-Apr,2,10,2,2,,,10,,,,,,,
657,658,1.092,1.226,2018,8,23-Apr,8,7,7,1,,,8,,,,,,,
658,659,0.33,1.303,2018,6,24-Apr,1,2,2,1,,,1,,,,,,,
659,660,0.995,1.407,2018,5,25-Apr,5,9,9,1,,,9,,,,,,,
660,661,0.33,1.092,2018,1,26-Apr,1,8,8,1,,,1,,,,,,,
661,662,1.226,1.011,2018,8,27-Apr,7,6,6,1,,,7,,,,,,,
662,663,1.407,1.303,2018,2,28-Apr,9,2,2,1,,,2,,,,,,,
663,664,0.33,1.56,2018,11,29-Apr,1,10,1,2,,,1,,,,,,,
664,665,1.011,0.995,2018,5,29-Apr,6,5,6,1,,,6,,,,,,,
665,666,1.407,1.226,2018,2,30-Apr,9,7,7,1,,,9,,,,,,,
666,667,0.995,1.303,2018,5,1-May,5,2,2,1,,,5,,,,,,,
667,668,1.226,1.56,2018,8,2-May,7,10,10,1,,,7,,,,,,,
668,669,1.011,1.407,2018,7,3-May,6,9,6,1,,,6,,,,,,,
669,670,1.092,1.303,2018,4,4-May,8,2,2,1,,,2,,,,,,,
