,team2,t2_score,Unnamed: 0,team1,t1_score,id,season,city,date,toss_winner,toss_decision,result,dl_applied,winner,win_by_runs,win_by_wickets,player_of_match,venue,umpire1,umpire2,umpire3
453,5,0.995,306,8,1.092,181,2010,5,3/16/2010,8,2,normal,0,5,0,8,JH Kallis,M Chinnaswamy Stadium,S Das,DJ Harper,
454,5,0.995,309,8,1.092,205,2010,9,4/2/2010,8,2,normal,0,5,0,6,KP Pietersen,"Punjab Cricket Association Stadium, Mohali",BF Bowden,M Erasmus,
455,5,0.995,319,8,1.092,296,2011,24,5/17/2011,8,2,normal,0,8,111,0,AC Gilchrist,Himachal Pradesh Cricket Association Stadium,Asad Rauf,AM Saheba,
456,5,0.995,322,8,1.092,333,2012,9,4/20/2012,5,1,normal,0,5,0,5,CH Gayle,"Punjab Cricket Association Stadium, Mohali",S Ravi,RJ Tucker,
457,5,0.995,340,8,1.092,488,2014,5,5/9/2014,5,1,normal,0,8,32,0,Sandeep Sharma,M Chinnaswamy Stadium,S Ravi,K Srinath,
458,5,0.995,351,8,1.092,566,2015,9,5/13/2015,5,1,normal,0,8,22,0,AR Patel,"Punjab Cricket Association Stadium, Mohali",JD Cloete,C Shamshuddin,
459,5,0.995,361,8,1.092,644,2018,5,13-Apr,5,1,,,5,,,,,,,
460,5,0.995,369,10,1.56,101,2008,11,5/17/2008,5,1,normal,0,10,65,0,GC Smith,Sawai Mansingh Stadium,BF Bowden,SL Shastri,
461,5,0.995,378,10,1.56,184,2010,5,3/18/2010,5,1,normal,0,5,0,10,JH Kallis,M Chinnaswamy Stadium,K Hariharan,DJ Harper,
462,5,0.995,383,10,1.56,223,2010,11,4/14/2010,10,2,normal,0,5,0,5,KP Pietersen,Sawai Mansingh Stadium,BR Doctrove,S Ravi,
463,5,0.995,388,10,1.56,288,2011,11,5/11/2011,5,1,normal,0,5,0,9,S Aravind,Sawai Mansingh Stadium,HDPK Dharmasena,K Hariharan,
464,5,0.995,393,10,1.56,326,2012,5,4/15/2012,10,2,normal,0,10,59,0,AM Rahane,M Chinnaswamy Stadium,JD Cloete,RJ Tucker,
465,5,0.995,405,10,1.56,407,2013,5,4/20/2013,5,1,normal,0,5,0,7,R Vinay Kumar,M Chinnaswamy Stadium,Aleem Dar,C Shamshuddin,
466,5,0.995,417,10,1.56,540,2015,21,4/24/2015,5,1,normal,0,5,0,9,MA Starc,"Sardar Patel Stadium, Motera",M Erasmus,S Ravi,
467,5,0.995,422,10,1.56,647,2018,5,15-Apr,5,1,,,10,,,,,,,
468,5,0.995,427,6,1.011,27,2017,7,4/23/2017,5,1,normal,0,6,82,0,NM Coulter-Nile,Eden Gardens,CB Gaffaney,CK Nandan,
469,5,0.995,430,6,1.011,60,2008,5,4/18/2008,5,1,normal,0,6,140,0,BB McCullum,M Chinnaswamy Stadium,Asad Rauf,RE Koertzen,
470,5,0.995,433,6,1.011,88,2008,7,5/8/2008,6,2,normal,0,6,5,0,SC Ganguly,Eden Gardens,Asad Rauf,IL Howell,
471,5,0.995,440,6,1.011,134,2009,15,4/29/2009,6,2,normal,0,5,0,5,MV Boucher,Kingsmead,MR Benson,TH Wijewardene,
472,5,0.995,444,6,1.011,156,2009,16,5/12/2009,5,1,normal,0,5,0,6,LRPL Taylor,SuperSport Park,M Erasmus,SS Hazare,
473,5,0.995,452,6,1.011,217,2010,5,4/10/2010,5,1,normal,0,5,0,7,R Vinay Kumar,M Chinnaswamy Stadium,K Hariharan,DJ Harper,
474,5,0.995,455,6,1.011,258,2011,7,4/22/2011,5,1,normal,0,5,0,9,CH Gayle,Eden Gardens,SS Hazare,RB Tiffin,
475,5,0.995,458,6,1.011,291,2011,5,5/14/2011,5,1,normal,1,5,0,4,CH Gayle,M Chinnaswamy Stadium,RE Koertzen,RB Tiffin,
476,5,0.995,462,6,1.011,317,2012,5,4/10/2012,5,1,normal,0,6,42,0,L Balaji,M Chinnaswamy Stadium,S Ravi,RJ Tucker,
477,5,0.995,463,6,1.011,344,2012,7,4/28/2012,6,2,normal,0,6,47,0,G Gambhir,Eden Gardens,Asad Rauf,BR Doctrove,
478,5,0.995,469,6,1.011,392,2013,5,4/11/2013,5,1,normal,0,5,0,8,CH Gayle,M Chinnaswamy Stadium,Asad Rauf,AK Chaudhary,
479,5,0.995,478,6,1.011,468,2014,30,4/24/2014,5,1,normal,0,6,2,0,CA Lynn,Sharjah Cricket Stadium,Aleem Dar,VA Kulkarni,
480,5,0.995,479,6,1.011,506,2014,7,5/22/2014,5,1,normal,0,6,30,0,RV Uthappa,Eden Gardens,AK Chaudhary,CK Nandan,
481,5,0.995,481,6,1.011,522,2015,7,4/11/2015,5,1,normal,0,5,0,3,CH Gayle,Eden Gardens,S Ravi,C Shamshuddin,
482,5,0.995,483,6,1.011,550,2015,5,5/2/2015,5,1,normal,0,5,0,7,Mandeep Singh,M Chinnaswamy Stadium,JD Cloete,PG Pathak,
483,5,0.995,489,6,1.011,624,2016,7,5/16/2016,5,1,normal,0,5,0,9,V Kohli,Eden Gardens,CB Gaffaney,A Nand Kishore,
484,5,0.995,496,6,1.011,665,2018,5,29-Apr,6,1,,,6,,,,,,,
